Statement,Rating
"Naulilang nobya, isinuot ang kanya sanang wedding gown sa huling lamay ng nobyo nito.",Fake
"Jimmy Santos, sumabak sa paghahalo ng semento! Sinubukan ang pagiging contruction worker.",Fake
"Lalaki, nakapagpatayo ng bahay at 3 resort sa edad na 30: 'Tang*na, wag ka susuko'",Fake
"Dahil wala pang anak at responsibilidad, tiyahin ng isang netizen pinapabayaran sa kanya ang mga utang ng pinsan",Fake
“SA WAKAS HETO NA MARCOS GOLD DOCUMENTS NILABAS .”,Fake
" WATCH: Pamilyadong lalaki, ipina-Tulfo matapos itanggi ang babaeng nabuntis",Fake
“KAKAPASOK LANG OMG! mga OLlGARKO NAPRANlNG na MERALCO SARADOnani PBBM TULFO SUMALUDO DlLAWAN lYAK .”,Fake
"Netizen, nanawagan para sa isang matandang nagsisikap magbenta ng tinapay kahit malabo ang mata at hirap nang maglakad para sa tatlong anak",Fake
"Lalaking sa lupa na lamang nakahiga, humihingi ng tulong na mahanap ang kanyang mga kamag-anak",Fake
‘I’ve always been sure of you’: Arjo’s message to Maine touches netizens,Fake
"Engagement proposal ng isang abogado sa kanyang nobya na noong panahong sa sisigan lang ang kanilang date, nagpakilig sa mga netizen",Fake
"Ogie Diaz pinayuhan si Dennis bilang tatay: ""Tayo ang pader at poprotekta sa kanila. Wag magsumbong sa socmed"" ",Fake
"College graduate na minamaliit dahil nagsasaka lang, mas malaki pa ang kinikita kaysa sa pagiging isang empleyado",Fake
"Pag-aaruga at pagmamahal ng isang ama sa nagtatrabahong anak, viral sa social media",Fake
"Mula sa pagbebenta ng tali sa buhok. Isang ama, napagtapos ng kolehiyo ang kaniyang 4 na anak.",Fake
"Isang Regalo mula sa dating kasintahan na 47 taon ng hindi nabubuksan, nananatiling misteryo ang nilalaman.",Fake
“Iskandalo sa studio! Itinago nila ang pangunahing lunas para sa presyon mula sa mga pasyenteng hypertensive! Sila pala …”,Fake
Mababa raw ang sahod! Pero bakit nga ba masayang magtrabaho sa mga Fast Food Chain?,Fake
"Kaawa-awang lalaking Nag-order ng Isang Rice at Tubig sa isang Fast Food chain, Umantig sa Puso ng Netizens",Fake
"Netizen, nanawagan ng hustisya sa mga taga Maguindanao na nag bagong taon sa gubat, nawalan ng bahay at lupa ",Fake
"'Cravings Satisfied!' Babaeng naglalambing sa jowa, na-wrong send sa iba",Fake
"Aktres na si Kat Alano, nag-tweet sa gitna ng utos ng Court of Appeals na kasuhan si Vhong Navarro",Fake
"Ang katotohanan sa nangyaring gulo sa pagitan nina Raymart Santiago, Claudine Barretto at Mon Tulfo",Fake
"Netizen, nagviral at pinuri ng madla dahil sa kanyang naging reaksyon sa matandang nakabangga sa kanya",Fake
Delivery rider nadiskubreng wala ng buhay habang nakasakay sa kanyang motorsiklo,Fake
"“Sa kasalukuyan, ang China ay nagtamo ng matinding kahihiyan matapos silang habulin ng isang Japanese submarine. Ang insidente na ito ay naganap sa karagatan ng Timog China… ",Fake
" Bata, araw-araw nagtitinda ng ice candy para may ipambili ng gamot para sa kanyang ina",Fake
"Bakbakan na! Annabelle pinagtanggol ang anak na si Ruffa, pinatutsadahan si Guanzon?",Fake
" Before and after na lawaran ng bahay ng isang OFW, naging inspirasyon online",Fake
"Kiray Celis, isinantabi ang pag-aaral para unahin ang pangangailangan ng kanyang pamilya.",Fake
"P20 na taya ng isang simpleng maybahay, solong kumubra ng P401-M sa Grand Lotto",Fake
"Oyo at Kristine, may makabagbag damdaming mensahe para sa kanilang panganay na anak.",Fake
Ang kwento sa likod ng malagim na sinapit ng Fairview Bus ,Fake
"Guro sa Batangas, nagsilbing takbuhan ng mga estudyanteng kapos sa pambayad sa eskwelahan.",Fake
"Isang concerned netizen, binunyag ang pinabagong modus ng mga manloloko sa mga GCASH users",Fake
“Sa wakas approved na ang divorce | Sa nga  gustong makawala jan magdiwang na tayo | Ang tagal ko tong hinintay finally .”,Fake
 Sunshine Cruz pinagsisihan ang pagiging ‘bold star’; Inaming malaking dahilan sa hiwalayan nila ni Cesar Montano,Fake
Ano na nga ba ang nangyari sa beteranong kontrabida na si Zandro Zamora matapos mawala sa pag-aartista?,Fake
"“Walang nagugutom na bata noon kay Nutribun ang sagana. Hindi mo pa maubos. At saka kakainin mo, andyan parang semento sa tiyan; may kasama pang tagaktak ng Klim  gatas. Ang mga lolas and mommies talagang fully charged hanggang ngayon dahil powered by Nutribun.”

Source: Edna Gatchalian Encena personal Facebook account, IMEE MARCOS IS IN BUHANGIN DAVAO CITY , June 6, 2022, watch from 8:18 to 8:49",Fake
"Nang dahil sa online shopping, si ma'am, tumibok ang puso kay delivery boy!",Fake
"Isang ama na busy sa cellphone, laking gulat nang biglang lumutang sa ere ang katawan ng anak",Fake
Netizen Dismayado sa Kamag-anak na 'Ungrateful' Matapos Umangal sa Binigay niyang Regalo!,Fake
"OFW na na-ospital ng apat na buwan dahil sa C0Vid-19, sinagot ng employer ang mahigit P10M na Hospital bills",Fake
"Annabelle Rama, naubos ang ipon noon dahil sa paniniwala niya sa mga manghuhula at gayuma!",Fake
Isang guro araw-araw na nagbibisikleta para ihatid ang mga modules ng kanyang mga estudyante,Fake
Kakampink na tinawag na b*b* ang kaibigang BBM supporter; matagal na palang may utang,Fake
"Ina, binilhan ng cellphone ang mga anak sa kondisyon na bayaran nila ito sa kanya ng hulugan",Fake
Balikan: Mga gunitang ipinaaalaala ng Christmas food na bibingka,Fake
"Vendor ng mani na PWD, humagulgol sa pag-iyak matapos umanong tangayin ng hold-upper ang kanyang pinaghirapan",Fake
Buntis daw? Mga mapanuring netizens may napansin sa larawan ni Julia Montes: 'She is always covering the obvious',Fake
"“Dela Rosa and Duterte are among those charged before the ICC for crimes against humanity in connection with the thousands of people killed in their drug war.”
Source: Inquirer.net, Dela Rosa to Spanish lawmaker: How dare you lecture us about human rights? | Global News , Feb. 22, 2023",Fake
"Misis nahuli si mister na may ibang kaangkas na babae, motor ni mister sinilaban",Fake
"Wedding photographer, hindi pinakain ng groom sa kasal, binura lahat ng pictures at nag walk-out",Fake
"Anak ng byudang labandera, nagtapos bilang cum laude sa kursong Psychology",Fake
" Inilibing na buntis narinig na sumisigaw ng tulong, pamilya binasag ang puntod nito",Fake
" Seller ng itlog humingi ng tulong sa mga netizens matapos mag back-out ang customer na umorder ng 1,000 trays",Fake
"Dream wedding ng isang Pinay, sinira lang umano ni Bff sa araw mismo ng kanilang kasal!",Fake
" Note sa artwork ng isang estudyante, pumukaw sa puso ng mga netizens",Fake
Isang ginang ibinigay ang kanyang mga inaning gulay mula sa sariling tanim para sa community pantry sa kanilang lugar,Fake
"Matapos ang 31-years, Ruby Rodriguez nagpaalam na nga ba sa Eat Bulaga!?",Fake
"Fitness instructor, hinamon ng boxing match sina Jimuel at Michael Pacquiao: ""Sen. Manny, gusto kong patikimin yang mga anak mo""",Fake
Lolo ibinebenta ang cellphone para may pangkain at pamasahe pauwi upang makasama ang pamilya,Fake
"Isang engineer, proud na ibinahagi kung papaano siya nakapagtapos dahil sa 4Ps",Fake
"Pamilyang nakatira sa ilalim ng tulay, sinaklolohan ni Whamos! Bahay, gamit at groceries, ipinangako ng vlogger.",Fake
"Last House Standing! Tingnan! Ancestral House sa Cebu, Bigong Napatumba ng Bagyong Odette!",Fake
"Isang pamilya tinawag na ""Anghel"" ang mga Drivers, Riders, and Traffic enforcers na tumulong sa kanila sa daan!",Fake
Pari namangha at inihalintulad ang ugaling ipinakita ni Bongbong Marcos sa Panginoong Diyos,Fake
Gangster pala siya sa tunay na buhay! Ano nga ba ang totoong nangyari kay Max Alvarado? Alamin dito..,Fake
"Pokwang, hinangaan matapos makita kung paano makisama sa kaniyang mga kasambahay.",Fake
"Kris Aquino, 'hindi pa rin daw natitigil ang habit na mag-online shopping kahit nakaratay na' - SNN",Fake
"Isang lalaking biker na tinaguriang 'tirador ng pulubi', nahuli na",Fake
"Video ni James Reid patungkol sa lalaking humalik sa kanya at sinasabing boyfriend niya, fake news",Fake
"Pari, binatukan umano ang sakristan matapos magkamali sa pag-alalay sa kanya",Fake
"Isang matanda na matagal nanilbihan bilang OFW,  pinagawan lang ng kariton ng mga anak para makapaghanap buhay muli",Fake
"Dennis Padilla sinagot ang anak na si Leon ""Sorry, Miss ko lang kyo. Been reaching out for 15years in private""",Fake
Kaya mo ba 'to? ‘Jumbo Hotdog’ Napiling Tugtog sa Libing dahil sa isang Hiling!,Fake
"Batang Breadwinner na 'Double Job', Nagpaiyak sa Eat Bulaga Dabarkads!",Fake
"Huling byahe! Isang jeepney driver, niligtas ang kanyang mga pasahero bago siya tuluyang mamaalam.",Fake
"Online seller, nalamang pasado na sya sa second take ng board exam sa kalagitnaan ng pagla-live selling nya",Fake
Babae tinubuan ng pubic hair sa mukha  matapos maoperahan noong siya ay 9yrs old pa lamang,Fake
"Mag-aaral na Walang Nasagot sa Exam, Imbes na Pagalitan ay Nakatanggap pa ng 'Appreciation Post' mula sa Guro!",Fake
"Isang pamilya, nagulat nang makita at malaman ang laman ng lumang bag ng yumaong ama.",Fake
"Kwento ng pagkakadena ng isang pursigidong anak sa loob ng 23-taon, nagpaluha sa puso ng mga netizens ",Fake
"Perang pambili ng gatas at gamot ng anak na may sakit, tinangay ng magnanakaw",Fake
"Batang Walang Pambili ng Movie Ticket ng 'One Piece', Kumurot sa Puso ng isang Netizen!",Fake
"Ogie Diaz, sinabing may nagpakita daw ng larawan sa kanya ng natsi-tsismis na umano'y nabuntis ni Chiz Escudero",Fake
Librong mula sa 1800s na nagpapakita kung papaano ginagamot ng mga Pilipino ang iba't ibang sakit nang walang Doktor,Fake
" Lalaki, nandiri sa nabiling Isaw ng manok na puro dumi at patuka ang laman",Fake
"Heartbreaking excuse letter ng estudyante, nag-viral sa social media",Fake
" Marian Rivera, nagalit noon kay Dingdong nang sabihan siya ng “Siguro naka-prepaid ka lang""",Fake
"Kwentong OFW: Isang dating Manikurista, may-ari na ngayon ng sariling Salon sa Morocco",Fake
OFW na isang dekada na sa Qatar itinuring nang kapamilya ng mababait na amo; mga kapatid napagtapos niya ng pag-aaral,Fake
"Simpleng kasalan sa kabundukan, pinuri ng mga social media netizens.",Fake
"Jeric at Allysa, may reaksiyon sa balitang buntis umano ang kanilang anak na si AJ Raval",Fake
"“Ikinalulugod kong ipaalam sa iyo na nag-donate kami ng 500 refrigerator na hindi namin naibenta dahil sa mga gasgas at maliit na pinsala.,. kaya ang sinumang magsusulat ng ‘Tapos na’ bago ang Pebrero 28 ay ipapadala nang random .”",Fake
Naaalala niyo pa ba ang dating aktres at ex-girlfriend ni John Estrada na si Vanessa del Bianco?Ito na ang buhay niya ngayon,Fake
"“LENI EVICTED SA HARVARD? PBBM IMBITADO SA WORLD ECONOMIC FORUM KAHIT DI EKONOMISTA! LENI NAGWALA?”

",Fake
"9-anyos na bata, araw-araw naglalakad ng 10km para magtrabaho bilang maskot",Fake
" “Nak maraming salamat” Delivery rider, hinangaan ang pagtulong sa matandang naglalako ng walis sa lansangan",Fake
"Isang karpintero, ibinenta ang “meteorite” na bumagsak sa kaniyang bahay at naging “instant” milyonaryo!",Fake
"Mga netizens, tila gutsong maki-""blow"" sa yayamaning birthday candle ni Heart. Silipin ang kanilang mga komento:",Fake
"“US AT PILIPINAS, NAGPADALA NG 17,680 NA SUNDALO SA SOUTH CHINA SEA! MGA CHINESE BOATS NAPAALIS NA !”",Fake
“YARE! GENERAL BANTAG BABALIK NA! SA WAKAS BISTADO NA! GEN. CATAPANG WILLING MAG PARAYA SA PWESTO !”,Fake
"Magkapatid na estudyante, nag-aayos ng sirang sapatos upang may panggastos sa kinilang pag-aaral",Fake
"""Para siyang nakagat ng asong ulol"" - Ina, nabahala sa sinapit ng anak dahil sa sobrang pag-cellphone",Fake
"Will Smith, sinampal ang host ng Oscars 2022 na si Chris Rock dahil sa di magandang biro nito tungkol sa karamdaman ng asawa",Fake
" Pulis, na-inlove sa isang transwoman: ‘We will continue building our dreams together”",Fake
"Kwelang ""Peysmask"" na ibinebenta, kina-aaliwan ngayon sa social media. ",Fake
"Babaeng may kakaibang karamdaman, humihingi ng tulong na mapansin ng may mabubuting puso",Fake
"Murang presyo ng mga isda sa isang palengke sa Negros Oriental, tinatanggihang bilhin ng ilang mga lokal!",Fake
"Perang ipon ng isang depositor ng Bangko, nasimot dahil lang sa isang maling ""Click"" sa fake Email",Fake
"Estudyanteng pinagsasabay ang pamamasada at pag-aaral, kinaaantigan ng mga netizen",Fake
"Kauna-unahang Darna at Movie Queen na si Rosa Del Rosario, grabe pala ang angkin na kagandahan",Fake
Ano na nga ba ang naging buhay ng dating singer na si Donna Cruz at ng asawa nitong doktor na ubod pala ng yaman ,Fake
"Lola, halos 'di makahinga sa loob ng kotse matapos iwan ng mga kasama para mag-shopping",Fake
"Magkumare, halos magsolian ng kandila dahil hindi nasunod ang demand na regalo ng nanay",Fake
"Ate na sinabihan ng mga katrabaho na mag diet, dinibdib at naiyak habang kausap ang kanyang BF",Fake
Ninang laking gulat ng magalit ang Nanay ng inaanak dahil hindi siya nakapagbibigay ng pera pamasko,Fake
“SOJ BOYING SISIBAKIN NA!!! PABIGAT NA SA ADMINISTRASYONG MARCOS!!! ITO PALA ANG DAHILAN …”,Fake
"Matet De Leon, dismayado sa inang si Nora dahil sa kompetensya sya negosyo; pagiging ampon, naungkat",Fake
"Sanggol, inilagay sa batya ng kanyang ina habang gumagawa ng gawaing bahay",Fake
"Rene Requiestas, ano ang tunay na nangyari at bakit sa edad na 36 ay nagpaalam na ito",Fake
"""Bakit Nga Ba Mahal Kita?"" Kumusta na nga ba ang nagpasikat ng kantang ito na si Roselle Nava?",Fake
Alamin ang tagumpay at kasikatang nakamit ni Carding Castro; Ano ang dahilan ng kanyang pagpanaw,Fake
"Pulis, pinuri matapos ibigay ang extrang sapatos sa Security Guard na sira't punit na ang suot ",Fake
" Bagong kasal, sa fast-food store ginanap ang reception dahil sa nangyaring pagbaha",Fake
"Kwelang pagtuturo ng teacher ng Karaté energizer sa klase, kinaaliwan ng netizens",Fake
"Mamahaling arowana na alaga ng mister, prinito ni misis dahil sa ginawa ng kanyang asawa",Fake
"Dennis Padilla, inulan ng batikos matapos magreact sa emotional farewell ng mga anak ni Ruffa sa tatay na si Yilmaz",Fake
" Dahil nagkakilala online, mag-asawa pinangalanan ang mga anak ng dot com",Fake
"3 pulis, tinulungan ang babaeng manganganak sa plaza; isa sa mga pulis nais ampunin ang sanggol",Fake
"Lalaki, biglang urong sa kasal matapos madiskubre ang matagal ng itinatago na itsura ng babaeng papakasalan ",Fake
"Lawyer and TV Host, may Pasaring kay Rowena Guanzon: ""Kung confident ka sa naabot mo, there is no need to have a word war with anyone!""",Fake
"Dating child star na si Isabelle De Leon o kilala sa pangalang 'Duday', ganito na pala ka-Hot ngayon",Fake
"Dating Junk at Ukay-Ukay Vendor,  Ngayon ay may Magarang Bahay at Nagtagumpay sa Buhay!",Fake
 Para sa pamilya: Security guard bawang at sibuyas ang inuulam para makapagpadala ng malaking halaga ng pera,Fake
"Isang lalaki na lumaki sa iskwater, pinasok ang anim na trabaho at ngayon ay isa nang matagumpay na negosyante",Fake
"Isang Padyak Patungo sa Pangarap. Pedicab Driver, Nagtapos na Magna Cum Laude!",Fake
" Mag-asawang naglilibot sa Bohol upang mamigay ng bagong bahay sa mga mahihirap, viral sa social media",Fake
" Xian Gaza, inaming ginamit lamang ang ex-girlfriend noon: Walang choice, kailangang kumapit",Fake
"Kwento ng isang ama na hindi alam kung paano sasagutan ang tanong sa module ng anak, umantig sa puso ng mga netizen",Fake
" Mga anak ng isang Vendor at Construction Worker, Top 6 at Top 7 sa CPA licensure examination",Fake
"Skusta Clee, humingi ng tawad at may pakiusap sa publiko tungkol kay Zeinab: ""wag nyo na siyang i-stress-in""",Fake
"Sa edad na 70-anyos! Isang ginang sa India, nagsilang ng kanyang panganay na anak!",Fake
Misis binulaga ni mister! Huli sa aktong nag-zizipper kasama ang lalakeng nagkakabit lang daw ng kurtina.,Fake
"Anak, naiyak nang makita ang tunay na dahilan ng Ama kung bakit hindi ito sumasabay ng kain sa kanila",Fake
"Selfie ng isang estudyante na binenta online, umabot sa $1M dolyar ang kabuuang halaga!",Fake
“KAKAPASOK LANG HALA KA! SEN RAFFY TULFO UMAKSYON NA K-12 PROGRAM ni PNOY TANG-GAL NA VPSARA PBBM !”,Fake
Nakaka-inspire na kwento ng netizen sa isang matandang nagpatulong sa kanyang mag-withraw sa ATM machine,Fake
"Imbis na drama ay naging komedya! Aktor, napalunok habang gumaganap na patay.",Fake
" Batang musmos, nagsilbing mga mata sa kanyang bulag na mga magulang",Fake
"Online Seller na Nilalait noon, Matindi ang Bwelta sa mga Mapanghusga!",Fake
"Isang dating kasambay, pinilit makapag tapos ng pag-aaral at isa nang lisensyadong pharmacist",Fake
"Dating co-host ni Willie Revillame na si Shalani Soledad, ito na pala ang kanyang buhay ngayon",Fake
"Estudyanteng umasa sa P15 meal allowance araw-araw, dalawang beses nag-top sa 2 engineering board exams",Fake
"Netizen, may Paalala sa mga Magulang na Nililibre ng Anak: ‘Wag naman po nating sabihing Perahin mo na lang!’",Fake
"Babaeng nag-donate ng kidney sa kasintahan, pinagpalit sa iba matapos lang ang 7 buwan",Fake
"Grade-9 student, dala-dala ang anak na sanggol sa pag-aaral; Guro, to the rescue sa pag-alaga!",Fake
Bilyonaryo ang mga tao sa bansang ito ngunit naghihirap at kumakalam pa rin ang kanilang sikmura,Fake
"Huling damit na binili at mensahe ni Herlene ""Hipon"" Budol para sa kanyang lolang namayapa, nagpatulo ng luha sa mga netizens.",Fake
"Ang walang awang pagpaslang kay Jess Lapid Sr. Ano ang tunay na nangyari kay alyas ""Kidlat""? Alamin..",Fake
"Hangin mula sa hininga ni Billie Eilish, ibinebenta ng higit ₱600K sa masugid na mga tagahanga ng singer",Fake
" 52-year-old na Pinoy, pinasok ang dalawang trabaho sa ibang bansa upang masuportahan ang GF sa Pilipinas ngunit ipinagpalit sa iba",Fake
 Kilalanin ang cornea recipient ng yumaong aktor at ex-bf ni Angel Locsin na si Miko Sotto,Fake
