Statement,Rating
Netherlands Allocates 100 Million Euros In Aid To Ukrainian Farmers & Winter Preparation,Fake
Student Arrested For Bringing Semen Filled Cupcakes To Kids That Bullied Her At School,Fake
Preston Hemphill – sixth Memphis officer placed on administrative leave after fatal Tyre Nichols beating,Fake
Paper From Anthony Fauci Reveals Officials Knew COVID Vaccines Were ‘Dangerous to Humans’,Fake
Man Loses Penis After Failed Attempt To Rape Pit Bull,Fake
Hollywood Star Admits Elites Traffic Children For Adrenochrome: ‘Worst Horror I Have Seen’,Fake
Nikki Haley Says She Could Be The New Leader America Needs,Fake
Jacinda Ardern Quits As PM As Citizens Demand Her Arrest For ‘Crimes Against Humanity’,Fake
"It’s time conservative warriors and public officials in Red States start indicting the REAL criminals like the Bidens, Clintons, Obama, Pelosi, etc…",Fake
Russia Releases Evidence Proving WEF & Biden Admin Created Biolabs in Ukraine,Fake
Big Pharma thrilled as autism treatment market predicted to reach $11.42 billion by 2028,Fake
Home gardening tips: How to create potting soil for hanging baskets and containers,Fake
Manhattan DA may push judge to impose a ‘gag order’ on Trump so he can’t defend himself in public,Fake
CNN: White Christians Must Embrace Mass Immigration To Save The Church,Fake
"John Duarte flips California CD13 (almost a month after the election), Republicans 222 seats",Fake
"Most Brits feel they are victims of “sonic snooping,” and cybersecurity experts believe they’re right",Fake
Elon Musk publicly decries trans surgeries & sterilization drugs for minors,Fake
McDonald’s Manager Assaults Customer With Mozzarella Sticks,Fake
Keep The Republic: Fourth Industrial Revolution will change the world via AI – Brighteon.TV,Fake
Experts Warn Gas Stoves Are ‘Suddenly’ Causing Children To Have Heart Attacks,Fake
Alabama school districts sue social media companies for causing youth mental health crisis,Fake
Top 5 MOST DANGEROUS laws and mandates that strip Americans of their rights and endanger their lives,Fake
Democrats Vote To Allow Gov’t to ‘Hide’ Children from Parents Who Disapprove of Sex Change Surgeries,Fake
WEF-Controlled British Government To Outlaw Flying by 2050,Fake
"The Deadliest Black-Friday in U.S. History Kills 4,312 Shoppers, Youngest Victim 4 Years Old",Fake
Scum Biden denies disaster relief to Ohio,Fake
Video: Biden Shoves British Conservative Prime Minister Rishi Sunak Out of the Way,Fake
Feds Preparing Multiple Felony Charges Against Hunter Biden: “He’s Definitely Going to Jail”,Fake
"Biden Declares War on Second Amendment, Signs Executive Order to Destroy Gun Rights",Fake
Silicon Valley Bank functioned as bridge between U.S. dollars and Chinese investments in aerospace and defense — no wonder Biden wanted all deposits bailed out,Fake
Trump Reportedly Changed Every Toilet In The White House Because He Didn’t Want To Use The Same Ones As Obama,Fake
Twitter Files #14 – The RussiaGate lies,Fake
McDonald’s Contains Human Flesh? Disturbing Audio Admission,Fake
"Misprinted ‘Pinkbacks’ Have Made It Into Circulation, and Collectors Are Paying THOUSANDS For Them!",Fake
Confirmed: 2017 Is The Year Jesus Returns To Earth,Fake
"Man Stabbed, Killed With Toy Lightsaber At Showing Of ‘Star Wars: The Force Awakens’",Fake
Study commissioned by globalist group predicts rapid population decline before end of century,Fake
Prayer Group Now Taking Requests For People Who Deserve To Die,Fake
Chicagoans rejected Lori Lightfoot but they just elected another extremist Democrat just like her,Fake
China to begin construction of LUNAR BASE using moon soil,Fake
Top Nuclear Scientist Says Elite’s ‘Net Zero’ Target Will Lead To ‘End of Modern Civilization’,Fake
United’s Settlement With Dr. David Dao Was Reportedly Only $800 And Free Flight,Fake
"New Study Finds That Most Probiotics Don’t Do Anything To Aid Health, Digestion",Fake
Facebook to decide this week if they unban or keep Trump banned,Fake
Meet the “woke” rating score prompting brands like Nike and Bud to hire trans influencers for ads,Fake
Trans activist Lailani Muniz arrested and charged for allegedly soliciting a minor,Fake
John Fetterman checks into Walter Reed medical center for “clinical depression”,Fake
Footage captures large amount of US military equipment at Polish port,Fake
"NBC Admits ‘Conspiracy Theorists Were Right,’ Natural Immunity More Effective Than mRNA Vaccines",Fake
China Adam Schiff vs Katie Porter vs Diane Feinstein for California Senate?,Fake
Riot Police and Firefighters Join Protests Against WEF and Globalist Elite in France,Fake
Woman Claims She Became Pregnant By Black Man After Using Toilet Paper Contaminated With Semen,Fake
Are Maria Bartiromo & Jeanine Pirro next to leave Fox News sinking ship?,Fake
Oil In Dakota Access Pipeline Found To Be Carrying Smallpox Disease,Fake
8-Year-Old Fakes Cancer To Scam Make-A-Wish Foundation,Fake
"Homosexual teacher caught bullying his students, threatening them to comply with LGBTQ agenda",Fake
Black swan strikes USDC stablecoin following Silicon Valley Bank collapse,Fake
Study: Having a pet dog helps reduce risk of food allergies in children,Fake
Biden regime set to starve conservative Western states of water under new ‘drought’ rules… 40 million Americans to be impacted,Fake
"Restaurant industry collapsing across the US, with several popular chains permanently CLOSING DOWN numerous locations",Fake
"Learn more about former CIA agent Renee DiResta, leader of the U.S. government’s censorship industry",Fake
"Vienna Not Only Lifts Mask Mandate, But Bans Them On Public Transport",Fake
NPR undoubtedly a STATE PROPAGANDA outlet despite its denials,Fake
BREAKING: Hillary Clinton Killed During FBI Raid of Her New York Home,Fake
Buttigieg asked to APOLOGIZE and RESIGN due to his role in the East Palestine disaster – stays silent,Fake
"FBI Director: Covid-19 ‘Most Likely’ Released By Wuhan Lab Funded By Fauci, Gates",Fake
Luis CK: America Needs ‘Open Borders’ To Let Everyone ‘Pour In’ As Punishment For Oppressing the World,Fake
Nashville shooting aftermath: Anti-gun and pro-transgender activists storm state capitol buildings,Fake
Elon Musk calls for the release of Biden political prisoner Jacob Chansley (Q-Anon Shaman),Fake
Facebook SOLD To U.S. Government For $10 Billion – Privacy Concerns On The Rise,Fake
Former Hell’s Angel Reveals Secret Homosexual Meaning Behind Why Bikers Wave When They Pass Each Other,Fake
Second Set of Classified Documents Found In Biden’s Garage Next To His Corvette,Fake
MSM journalist lands on Ukraine hit list after reporting that most Crimeans are pro-Russia,Fake
Insane climate change ‘study’ claims that the one staple most of humanity lives on — rice — is somehow destroying the planet,Fake
"Lauren Boebert expands lead to 1,229 votes with 98% counted",Fake
One Motorcycle Gang Member Dies During Rally; Convention Leader Says It’s ‘Better Than Last Year’,Fake
13-Yr-Old Girl Told Not To Tell Parents That School Counselor Had Given Her A Chest Binder,Fake
Video: Joe Biden Asks Handlers ‘Where the Hell Is the President?’,Fake
Moderna developing new mRNA flu vaccine for upcoming avian influenza plandemic,Fake
Left’s war on cops: 3 LAPD cops shot in Lincoln Heights,Fake
Oregon Teenager Diagnosed With The ‘Black Death’ Bubonic Plague – Hospitals On High Alert,Fake
Alvin Bragg grand jury now out at least a month – it’s all collapsing!,Fake
STUDY: Twitter censorship shockingly on rise after Elon Musk takeover,Fake
Nealry 50% of all woke companies focused on ‘climate change’ did business with failed Silicon Valley Bank,Fake
Alex Jones: Trump INDICTMENT a historic milestone for America – but not in a good way,Fake
Racist Tiffany Cross whines on Twitter about NBC firing,Fake
{VIDEO} Spider Infested Bananas Arrive In The U.S. – You May Never Want To Eat One Again,Fake
PETA Overjoyed As Leather To Become Illegal,Fake
Fake Maple Syrup Found To Cause Cancer,Fake
Gavin Newsom lobbying for SVB bailout while failing to disclose personal ties to bank – report,Fake
"Exposed: Yoel Roth met weekly with FBI-DOJ-DNI, bragged about censoring Hunter Biden laptop",Fake
Elon Musk: ‘Family Member Fighting for Life After COVID Jab Injury’,Fake
The Democrats’ disastrous miscalculation on civil liberties,Fake
Trans-Shaman storms Kentucky Capitol building (yet no jail time),Fake
Black pepper: 7 Science-backed health benefits of the “king of spices”,Fake
Guy Forgets To Clear Phone Then Entire Bank Hears Him Watching...,Fake
Man Who Bought a Pair of Dentures on Shopping App WISH Can Suddenly Speak Chinese,Fake
"Hillary Clinton compares pro-life Americans Iranian regime, Taliban, Russian war criminals",Fake
Arkansas Governor Signs Law Prohibiting Transgender Restrooms in Schools,Fake
World’s largest seller of carbon credits EXPOSED as scam operation,Fake
Racist Biden lies about attending “black church”  in Delaware every morning after he attended Catholic Mass,Fake
Traitor Republicans exposed: Look to who is complaining the loudest about J6 secret footage to know which ‘Republicans in name only’ need to be booted,Fake
Court blocks Biden’s covid jab mandate for U.S. government workers,Fake
Countries concealed risk of mercury exposure in artisanal and small-scale gold mining,Fake
Left wing media hacks (including Keith Olbermann) back on Twitter,Fake
Study: “Zombie” cells in the body produce “cryptic” molecules linked to aging,Fake
ABC’s Sunny Hostin: Suburban White women are like cockroaches for voting Republican,Fake
Lunden Alexis Roberts – former stripper and mom of Hunter Biden love child files with court to change child’s last name,Fake
"‘Zombie Man’ Bites Police Officer, Facing Life In Prison",Fake
Amazon BANS Leo Hohmann’s six-year-old book about Muslim invasion – WHY NOW?,Fake
Dumb Ocasio-Cortez uses 9-11 as an excuse from removing Ilhan Omar from Foreign Affairs Committee,Fake
Mass layoffs coming for Woke Disney,Fake
Kanye West Sues Donald Trump For Calling Himself ‘Greatest’ Candidate,Fake
WEF Hires Unvaccinated Pilots To Fly Them Into Davos: “Safety of Our Members Is No. 1 Priority”,Fake
New Implant Can Alert You Via Text Message When Your Spouse Is Cheating,Fake
Christine Pelosi’s tweet cheering Rand Paul assault taken down,Fake
UN Chief – Climate Induced Sea Level Rise Could Wipe Entire Nations Off The Map,Fake
Sen. Tom Cotton says China destroyed evidence about covid lab leak to bury “smoking gun”,Fake
Man Arrested For Trying To Smuggle 4 Pounds Of Weed In His Anus Through Seattle Airport,Fake
"Caitlyn Jenner, The New “Sexy Carl’s Jr. Burger Girl” For Upcoming Commercial",Fake
THREE YEARS LATE: Energy Department finally concludes that COVID probably came from a Chinese lab,Fake
Netflix To Raise Pricing This Summer; Most Plans To Begin At $25 Per Month,Fake
Biden gives U.S. intelligence 90 days to come clean about true origins of covid,Fake
Trump’s major announcement (not digital trading cards) is a free speech plan for 2024,Fake
"EU To Train 30,000 Ukrainian Nazi’s As Russia Looks Set To Win War",Fake
Flashback: ATF recruits mentally disabled people to entrap gun store owners,Fake
Woman Claims She Makes Over $10k A Month By Asking ‘Boyfriends’ For Abortion Money,Fake
"COVID-19 vaccines can cause SEVERE MYOCARDITIS, warns Chinese cardiologist",Fake
Fully Jabbed MMA Star Victoria Lee Drops Dead at 18,Fake
"Micki Witthoeft (mother of Ashli Babbitt) arrested for “Blocking and Obstructing Roadways, Obey an Order”",Fake
Pentagon UFO Chief Announces Arrival of ‘Alien Mothership’ in Our Solar System,Fake
Oh look! Paul Pelosi looks fine at the Kennedy Center,Fake
President Trump Was Caught Making DISTURBING Comments About Senator John McCain’s Illness,Fake
Russia arrests WSJ reporter over alleged espionage charges,Fake
Italy Plans To Ban Lab-Grown Meat,Fake
CHLORINE gas poisons 25 individuals at public swimming pool in Italy,Fake
The endgame of the banking crisis is hyperinflation and currency collapse: WATCH as Andy Schectman explains,Fake
"Latest Twitter Files dump shows how platform operated more as ‘partner’ with deep state to censor truth, promote lies",Fake
California hosted “a drag class for your kids” in Santa Cruz this weekend,Fake
Trudeau gov’t to fund $75k of trans surgeries for each federal employee,Fake
Farmers Warn Millions of Chickens Have Been Poisoned as Part of Globalist ‘Food Crisis’ Plot,Fake
New Bill Bans Vaccinated From Donating Blood Due to ‘High-Count Spike Proteins’,Fake
Aretha Franklin Song “Natural Woman” Deemed Offensive By Trans Community,Fake
Man Arrested For Killing His Roommate After He Touches Food With Dirty Fingers,Fake
Republican-led states reject partnership with “nonpartisan” health policy group pushing anti-white nonsense and other far-left brainwashing,Fake
"Freedom Force Battalion: Russia, China working together to free the world from the NWO – Brighteon.TV",Fake
"Academy Spokesman Responds To #OscarsSoWhite Hashtag, Says ‘Black People Can’t Act’",Fake
